F3_t,F3_a,Fz_t,Fz_a,F4_t,F4_a,C3_t,C3_a,Cz_t,Cz_a,C4_t,C4_a,P3_t,P3_a,Pz_t,Pz_a,P4_t,P4_a,F3_P2,Fz_P2,F4_P2,C3_P2,Cz_P2,C4_P2,P3_P2,Pz_P2,P4_P2,F3_N2,Fz_N2,F4_N2,C3_N2,Cz_N2,C4_N2,P3_N2,Pz_N2,P4_N2,label
206.06003229895305,53.45713881060049,218.99303411248826,87.09742480580064,230.60940960602744,133.9661704803121,232.47537145230632,90.6374826516675,170.47487461500646,96.48793828582748,171.26134281292943,135.77015547597048,182.78536251487307,189.80753134686714,108.00822070203768,99.37362021610446,198.1088236525796,188.91576019094416,10.9656658172607,16.3349094390869,17.6669769287109,9.98458671569824,9.79869365692139,9.31965351104736,6.636898994445799,8.29019069671631,9.99280071258545,-6.8030319213867205,-5.3307900428772,-5.04449462890625,-10.9401407241821,-14.6140089035034,-7.59478807449341,-8.60821342468262,-7.62274217605591,-0.499978631734848,0
258.151562603776,120.66763816779772,261.4627366325423,112.50356177402563,185.34159549277834,105.3828937731794,252.9503444232567,142.2980392539116,216.9819251188386,134.70766945691943,132.46929198293782,165.89884594589483,200.8985673683228,137.29882377998925,180.65438495420977,202.90131443037396,115.18596115039803,174.46436858743343,16.8668365478516,14.157523155212399,20.1002368927002,9.539231300354,6.9143967628479,9.41220760345459,9.89117336273193,13.312730789184602,12.8796710968018,-16.629467010498,-26.2075290679932,-15.9862270355225,-12.8416404724121,-9.62889671325684,-14.505882263183599,-9.49282836914062,-13.0535249710083,-9.65735816955566,0
287.65958522858574,143.25129627399815,327.3748141480063,142.76415316914688,97.5469453495127,110.10362647979062,242.33306040690957,196.92616779836226,134.96708637175678,180.80334883980612,112.7998398097503,129.4274776396619,160.79278975995007,116.37898794243975,74.990990881284,141.06357285247725,122.61691349150934,184.93064022373773,12.7656497955322,20.3525733947754,7.2229151725769,8.401291847229,8.70210742950439,10.5017948150635,13.7281150817871,7.56432628631592,10.2245445251465,-8.80735969543457,-8.7239933013916,-9.24413681030273,-4.17113733291626,-4.2903847694397,-4.84732389450073,-8.12970638275146,-6.676897525787351,-0.9008145332336429,1
78.8483233126979,118.14752089588409,175.35440568379317,150.14996318158381,110.21364569667476,102.80149177951529,161.06323783063763,145.25390415545564,181.54629554571105,230.735954213683,136.19081431604573,190.54968358261715,110.15716418641766,216.5198058875545,159.5099361755492,476.84677230906783,67.88867998247105,336.51150078523966,14.1120204925537,16.7372303009033,13.3568801879883,14.8312177658081,16.1768741607666,13.2686319351196,17.7678966522217,17.1919937133789,19.7472343444824,-16.5002384185791,-17.4925594329834,-9.68514442443848,-18.6895294189453,-19.9894504547119,-19.7820491790771,-19.3236560821533,-19.4306602478027,-15.301090240478498,1
126.64459402362748,109.25082957273324,141.0863889342582,84.01660565533456,134.35416180141976,109.24426741147474,144.36577452776734,135.77358626869307,145.31070771852535,120.72541880979287,156.5288583225733,140.43141175723193,136.56659742882408,167.4908552831628,147.645987330316,154.52039007336273,200.56549560036828,222.11207105082832,3.31865787506104,5.90204477310181,7.45176410675049,3.7767164707183793,5.76759481430054,2.39459729194641,6.59783601760864,10.5682640075684,11.0628728866577,-7.03647375106812,-6.5242619514465305,-12.2995615005493,-4.09002876281738,-6.52677392959595,-9.6642370223999,-6.56562805175781,-6.554152488708499,-4.29840612411499,0
231.9091331946413,153.03850130582873,207.3474759443268,138.2084947969812,298.33084893941333,199.62470498531002,277.0856435528365,225.77982170936417,196.54956705889742,205.3576801742672,290.7129158152272,222.21890717879447,149.16614573107665,227.67990809378432,190.11967419535466,198.66267180380166,112.89551547011894,147.5838864903458,17.6218967437744,18.5863876342773,16.0410118103027,15.7289009094238,17.7070121765137,16.8682479858398,12.4314250946045,11.2894344329834,13.9678134918213,-7.00497245788574,-13.1900291442871,-7.74768209457397,-8.48640060424805,-10.4054174423218,-11.497260093689,-8.09511852264404,-16.3178653717041,-13.006749153137202,1
36.78988837116323,21.458944715035603,74.04995632762028,49.547884720463365,30.055221965847007,18.619132710026157,51.94446273643156,39.66041563276737,91.58151759057702,76.50152024253619,84.94947902835733,61.6445099799449,109.18696670657535,124.9059630646594,116.27525328156423,219.10052313246797,125.56012348657035,175.71041409583424,10.7347803115845,12.1113033294678,12.763542175293,0.0123494807630777,10.519998550415,5.20219230651855,5.62451219558716,6.767471790313719,4.68823671340942,-14.263713836669899,-15.7483501434326,-13.026725769043,-16.1546859741211,-21.92799949646,-17.2046546936035,-19.5945987701416,-20.5002994537354,-22.7997169494629,1
29.193963348675336,15.616852842839496,44.0197458219947,25.527225851763355,19.13264755023971,17.018446888763844,38.09894505711375,27.714421903675923,82.63488213671933,59.735012233533304,54.60674210075835,43.56547959594606,83.49343749587145,52.07683080678286,159.8725457554634,95.81834414194049,101.22915609532686,111.5324953435537,10.6612062454224,10.6020545959473,4.28685760498047,2.67309021949768,9.19282531738281,7.65724849700928,14.0938138961792,15.054705619812001,11.403923034668,-19.6768836975098,-16.6115856170654,-19.1715049743652,-13.1243457794189,-11.7204113006592,-15.0174703598022,-14.1137218475342,-10.5381679534912,-13.4783010482788,1
215.95669294927853,167.00479996582342,283.3600938017362,203.6165568629563,146.77191920890783,139.06378401562037,171.27498562026483,194.2594594019135,157.97982492570196,211.5188846877959,140.91540645562003,172.35359689154927,182.49920662917123,193.24268207872547,152.4755080325429,240.67699440367352,116.69356035600852,223.62169813482853,5.04623317718506,1.08381462097168,11.0425815582275,5.54412412643433,6.975113868713381,15.1435403823853,9.05344390869141,13.6415348052979,9.95433235168457,-12.5176267623901,-16.2970943450928,-12.1601648330688,-8.50402450561523,-11.7485675811768,-8.01112079620361,-7.32931709289551,-12.1018095016479,-4.93785572052002,1
231.8040007168437,155.26003290428943,265.39151678295826,92.8476562138302,189.9133140458636,98.06803651597076,335.40791993937694,142.73055310021,303.59408075542916,161.85090157902434,244.2806592299165,135.6260322929783,183.05390018713211,152.89540184737726,302.19879079772187,263.214573479454,280.10459522738347,311.5981931384052,13.292367935180698,9.1025390625,17.3916854858398,15.761266708374,20.6085071563721,14.9385948181152,17.7000637054443,18.6731758117676,16.2031116485596,-11.5347242355347,-13.8493976593018,-17.5631294250488,-18.2929611206055,-18.4873828887939,-14.605195999145502,-7.923268318176271,-6.8734626770019505,-6.645812034606931,0
