F3_t,F3_a,Fz_t,Fz_a,F4_t,F4_a,C3_t,C3_a,Cz_t,Cz_a,C4_t,C4_a,P3_t,P3_a,Pz_t,Pz_a,P4_t,P4_a,F3_P2,Fz_P2,F4_P2,C3_P2,Cz_P2,C4_P2,P3_P2,Pz_P2,P4_P2,F3_N2,Fz_N2,F4_N2,C3_N2,Cz_N2,C4_N2,P3_N2,Pz_N2,P4_N2,label
94711.46549554204,43528.74276167875,107015.07760401633,39648.984005964405,106285.0466060857,33956.19867610248,88854.43627980142,38306.45707854819,170986.49946196986,63165.444979792366,134030.53410052785,38461.391107636846,103879.24872498204,32558.348429420897,105172.6157924081,29135.384564363987,91914.40557309604,57887.01905221572,27.6794471740723,24.8436946868896,24.7475929260254,24.9214115142822,25.1176662445068,25.6716499328613,14.379496574401902,18.2555065155029,12.6901550292969,-13.0713005065918,-13.1443042755127,-19.3320140838623,-9.1089916229248,-38.3445281982422,-29.4386806488037,-19.2351951599121,-32.9659461975098,-9.78830051422119,0
64120.30735702019,60964.38726354098,122367.67676774309,48392.77776191012,101616.48358630454,41690.24205558151,70690.46466501901,58706.36582933209,123050.36361135393,57998.917416480035,77639.30201976537,40699.164262608814,57073.362294118335,54976.67790420495,36465.29004806666,103592.42774742637,96995.88919565313,78497.14205435282,20.0525093078613,19.6490631103516,17.1250743865967,21.3075389862061,13.525915145874,14.426719665527298,24.3849296569824,22.4619312286377,33.5481185913086,-19.4575691223145,-20.078742980957,-15.316797256469702,-15.860534667968802,-23.4558448791504,-14.3826503753662,-20.1809215545654,-14.2431077957153,-25.7934074401855,0
75360.48933757466,129642.64793686592,82630.43280929216,145522.8424265128,59536.744267021226,148464.67139169,66191.75389146192,112256.37056981634,107120.00831226785,161554.89747334196,92001.54311836122,128451.70186454218,47912.50430181498,57592.11479911851,108547.34882721482,86228.32933445733,81188.26209824781,100106.83673488288,17.2703418731689,16.1250190734863,12.1165885925293,19.9305610656738,16.3782367706299,11.6653738021851,11.3090744018555,21.2357711791992,19.6142444610596,-17.9003944396973,-14.735557556152298,-10.7588844299316,-12.3919515609741,-1.80162715911865,-8.41108226776123,-6.7082443237304705,-6.952382087707521,2.18690586090088,0
72176.99846878831,42254.53598636247,68066.11967217427,39398.16341359716,88829.88362731723,44909.55529756468,48316.46631114299,41038.27893866204,77127.20564642531,41850.335279193605,62668.829838685946,41715.709876408306,58987.71073165379,48717.58095829627,51055.04648632722,68963.95836402239,59499.448927359,92819.74503726703,11.2010278701782,0.0654222965240479,9.2015552520752,6.535787582397459,11.1169166564941,7.667557716369631,6.96771955490112,4.18451166152954,9.31327438354492,-19.2019786834717,-11.3428707122803,-12.0886077880859,-5.97331714630127,-17.7548904418945,-10.1686964035034,-13.8882141113281,-5.03102779388428,-7.06362056732178,0
122253.52631393375,41950.81464628615,119111.0767722823,41785.17326934633,112428.90318044109,49754.99175454439,103412.37494395707,44425.76732613481,148798.35940696727,75958.6139492829,132552.60920382707,57009.983522963,94541.30388061295,69185.72760892056,122100.77226810054,93036.43155309478,107885.73513581077,78720.63037464331,15.199738502502402,11.7915334701538,9.85632419586182,20.5183982849121,10.6917018890381,15.8055334091187,6.943229198455809,5.06863069534302,8.30333137512207,-7.52062606811523,-6.86307907104492,-13.7966346740723,-2.5558717250824,-3.97910118103027,-3.16023063659668,-4.55405187606812,-5.5587010383606,-15.888201713562001,1
93516.85298810096,56914.50900853569,82693.62658611184,80439.2641099275,84782.61165507731,86450.3986624908,65972.47329313266,89200.86156795855,85341.74088527079,102819.84969516477,94784.7949880194,97447.88137451404,57504.833846190064,78194.70709741417,62316.37696752567,98127.51001136201,77085.68014495425,102994.87992601852,9.91921424865723,21.5029640197754,18.0844497680664,17.2320384979248,25.6639175415039,20.9546928405762,24.4368953704834,19.1977653503418,11.9846267700195,-36.2550048828125,-22.3341884613037,-15.019123077392601,-15.6899394989014,-12.174768447876,-16.3232841491699,-15.8677959442139,-7.97929382324219,-14.523871421813999,0
111336.4651954527,71334.14094617355,123061.15472626546,79042.60287114563,102260.59882194195,76858.90628493411,85613.72583872735,64429.16961285356,123785.45808081773,77343.33970589364,78214.42726533557,95164.4904203248,54988.264119724874,55420.361457055515,74411.43008607591,53318.37127803972,93739.32284500987,47196.13597982651,18.581226348877,13.605785369873,15.9980545043945,12.956906318664602,14.750997543335,20.9564342498779,14.3524255752563,17.9044513702393,28.4941673278809,-8.11531352996826,-8.63708305358887,-10.4717416763306,-11.438793182373,-4.15735912322998,-9.17652988433838,-14.3348541259766,-9.33463859558105,-5.31013488769531,1
77499.7571329657,65949.68748179056,75897.08855540438,92300.16237210717,75563.64659632716,85724.71765389167,50336.21733647369,68405.66240447397,83592.57002684742,93793.85942515283,55825.45720261866,78299.03361172942,43767.903379356736,63229.679630036975,49535.170822979846,89292.25008912456,48998.22473433254,75219.29032013759,20.8778915405273,19.3427810668945,23.9546985626221,15.449291229248,9.71219062805176,12.3348579406738,11.3671073913574,18.8341484069824,12.1112041473389,-23.1363277435303,-14.595642089843802,-17.3895301818848,-13.1775379180908,-11.3319482803345,-8.24800872802734,-9.76401519775391,-8.75272464752197,-6.66796875,0
59576.16187826017,28978.171049984336,72778.52661227137,48883.72991632669,120283.23290287316,57853.55967912811,76140.99977592588,25531.78840622435,110485.50958915756,38048.937703316755,78321.66980944127,30333.313581510636,79279.34106896284,18897.148377603742,55531.09054015722,39400.48239825606,55969.044355433805,39174.61560474347,17.6156196594238,19.7022705078125,25.0234241485596,5.74877548217773,12.2024602890015,21.373743057251,11.7070255279541,7.253300189971921,16.085865020752,-9.48230266571045,-9.06353187561035,-6.907266139984129,-12.913709640502898,-10.5099077224731,-5.78104257583618,-7.53701305389404,-11.7526159286499,-9.7005558013916,1
87165.40396580362,59227.30516143606,127802.09205348146,63429.35426517812,83128.18000196735,60579.03089697938,60095.122974705046,38529.93745484748,83689.81794190817,55923.78749602613,69432.7686607004,56267.664552220485,52448.416704103685,30058.69887088498,52225.0056559204,34726.93427652725,56915.981242197086,48088.95306600541,17.8970355987549,14.3619403839111,13.5220499038696,8.90419864654541,12.395112991333,12.7226343154907,20.2055282592773,7.99003076553345,7.74032926559448,-14.5078382492065,-7.235616683959959,-9.46442699432373,-6.7718677520752,-5.02716732025146,-14.191104888915998,-7.65548610687256,-4.5200891494751,-7.85109281539917,0
