F3_t,F3_a,Fz_t,Fz_a,F4_t,F4_a,C3_t,C3_a,Cz_t,Cz_a,C4_t,C4_a,P3_t,P3_a,Pz_t,Pz_a,P4_t,P4_a,F3_P2,Fz_P2,F4_P2,C3_P2,Cz_P2,C4_P2,P3_P2,Pz_P2,P4_P2,F3_N2,Fz_N2,F4_N2,C3_N2,Cz_N2,C4_N2,P3_N2,Pz_N2,P4_N2,label
130.1113662987418,99.63697946217351,199.68072258653143,112.0767092159418,99.05831682783352,67.92469782522694,196.49282599412487,136.23983826845614,275.136466764096,154.781491840696,312.91628632069705,222.7943265991257,162.70158412696182,154.5331525172503,263.11605018078194,184.51948676328047,261.63089770452666,182.8344775277657,11.6684370040894,14.8198938369751,22.8379001617432,7.141800880432131,8.95147705078125,16.5152931213379,5.74847602844238,9.19983005523682,13.8841314315796,-11.021035194397,-14.3815937042236,-16.9152565002441,-13.129074096679698,-15.594479560852102,-17.9034805297852,-2.96064400672913,-6.56447505950928,-10.4898090362549,1
224.3199716431925,103.46439136431408,218.1309124273452,97.15450962971391,204.9846621545512,112.28848135318044,141.15156329870703,86.94230217295434,182.0991014298728,74.10212623225632,190.5785392530918,89.98481649673232,168.34485524849947,108.00882176379626,211.25787508503453,148.80575476415316,214.39744549130256,167.43690412436715,17.6592330932617,18.4070129394531,24.7855987548828,13.113766670227102,13.2191944122314,14.5645160675049,16.508243560791,8.86998844146729,9.53671455383301,-22.9559860229492,-25.1962356567383,-22.0337867736816,-21.709135055542,-22.2525959014893,-21.5522804260254,-5.11249923706055,-14.7855997085571,-13.112562179565398,0
166.82286344890016,52.68423896225747,171.05208898184398,61.38675470796766,100.30172877018296,69.54649457418036,162.67725198462247,49.074414997510544,202.0688217500417,61.97028516054984,157.31854514309933,75.65060887208314,139.56169272015362,91.39176236475254,231.9182711957431,85.7780377985896,212.28191042879604,97.01183109852454,17.3851165771484,12.5440282821655,14.7324552536011,14.726131439209002,16.1716690063477,9.5847806930542,6.06606674194336,2.96144866943359,3.4350049495697,-12.9048519134521,-11.9992198944092,-12.113525390625,-11.0066976547241,-7.62355518341064,-10.1532554626465,-11.3623008728027,-3.369902133941649,-4.96043348312378,0
175.21684289126924,106.07113030237028,239.99655423563595,95.613456943638,147.19001603208244,77.8051521898638,168.37997100676395,120.26232392202124,300.2091625705805,85.13248126901094,229.09537100260584,113.9748688305278,226.42343592446565,102.16586296332224,218.66456242279327,67.82511083592173,250.93650803493068,120.00835181150464,21.3680419921875,25.938135147094705,26.1640682220459,16.867733001709,18.3925228118896,19.4187412261963,14.8266077041626,10.6277894973755,9.11684989929199,-7.706222057342531,-8.92826175689697,-10.6028251647949,-3.3624472618103,-8.00009918212891,-6.98378705978394,-9.59919357299805,-7.7545280456542995,-9.74156665802002,1
87.96541992621844,112.3563699164648,154.78203502657885,174.13415685615897,115.96107076826198,114.53604613693408,185.60867148181012,176.32530030498668,191.681015630766,191.3336313737373,136.15647392430995,210.44361499581635,155.4055100855433,114.80143196049843,270.8475803043294,228.04171712153817,211.3688261171088,253.1687888091735,15.876589775085398,11.4793939590454,4.39200830459595,19.8593044281006,16.6006717681885,15.1563539505005,19.2786598205566,15.229123115539602,16.7775897979736,-9.17698574066162,-6.651971340179441,-19.9261493682861,-7.18244886398315,-5.48398637771606,-8.82105445861816,-13.4451360702515,-3.51816558837891,0.0335574746131897,0
164.30816054050234,91.04915870663817,223.5529277708266,181.30695825700136,138.92422508082493,154.4851531570665,126.86210847048534,148.40012032213178,184.6160181465849,123.58529741423352,159.6527374634908,166.9608253229105,217.6631030841233,192.83091023534703,192.88021925113216,170.2578771940755,152.01258857536354,124.38495701284424,10.7419061660767,7.06028032302856,7.195206642150881,7.19463777542114,12.7755174636841,14.430193901062,10.8928709030151,11.3086786270142,10.2000722885132,-6.412296772003171,-1.02160668373108,-12.21630859375,-5.98776006698608,-3.33303308486938,-2.59536170959473,-13.1868019104004,-9.70010375976562,-10.3434629440308,0
176.50632867771543,72.459908390899,330.3225013344536,155.14752532880473,107.46193392068916,58.36435796184717,300.01069979169915,105.492282913729,439.9672163984743,154.70988499079272,224.10719887029256,142.29340562487184,240.1864179820616,89.1070903658389,273.6516857442612,123.42496989867728,247.8204518571013,169.2626315348386,10.0134696960449,7.894252777099611,10.9417762756348,13.3743228912354,11.2861213684082,8.97286987304688,20.915189743042,13.063807487487798,9.08185195922852,-15.1278295516968,-6.686337947845461,-12.1866226196289,-22.0564117431641,-19.2716884613037,-16.7449550628662,-28.5568370819092,-15.3113069534302,-7.54373455047607,0
134.6528950747098,154.2062584076927,209.1029906345353,252.6462809709593,75.97472848019063,122.58524054179628,218.23648490497655,157.07864006048482,254.80212801880728,136.66180555807287,125.73914118316516,134.82379115002502,279.3434638546253,118.16520998204923,152.481345114757,128.37025327478426,101.85741978495275,153.2151542048382,18.818531036377,16.0916805267334,25.6111831665039,23.0483551025391,26.6959819793701,21.6057281494141,11.0123739242554,23.1958961486816,21.3783054351807,-8.28711795806885,-5.08674955368042,-12.1393613815308,-3.08799242973328,-4.36199712753296,-12.0834932327271,-10.2399864196777,-3.1267991065979,-7.154140472412111,1
179.40302549874886,82.23773866319021,184.3328901820583,108.75337818383208,120.12929322585524,56.79024135436062,169.19850067076055,80.7699163642363,171.1367821250889,74.69274233779856,207.8806765266833,117.28938597613812,251.63035736703327,103.0953419245484,172.4099365561806,94.78283918785364,217.7922669497387,143.00883252595588,24.704288482666,15.160709381103498,18.2414131164551,19.9060287475586,12.2779474258423,16.5763359069824,22.0807056427002,14.808048248290998,17.2752208709717,-8.6786060333252,-5.36209678649902,-11.3761539459229,-11.5997943878174,-7.61797523498535,-7.47519207000732,-5.04622793197632,-1.8863841295242303,-0.725734114646912,1
115.20064977479883,57.78357766753116,159.52038252448503,65.82098901854816,71.19424757360599,56.02101300317296,189.7584310356989,82.49253888818154,139.45582129435306,68.0991685693787,75.3515490415426,92.3353172492992,370.8203520691859,215.03622790509127,129.14643178977795,99.64357069197229,106.68853057799647,98.72652512465112,9.37141418457031,11.6486778259277,16.0782108306885,15.0685758590698,17.4419746398926,19.2239646911621,10.0534162521362,13.916819572448698,11.0192556381226,-12.986251831054698,-1.35109519958496,-3.53771734237671,-7.87586832046509,-10.3193864822388,-6.4242444038391096,-15.563822746276902,-5.26109457015991,-1.66013610363007,1
