F3_t,F3_a,Fz_t,Fz_a,F4_t,F4_a,C3_t,C3_a,Cz_t,Cz_a,C4_t,C4_a,P3_t,P3_a,Pz_t,Pz_a,P4_t,P4_a,F3_P2,Fz_P2,F4_P2,C3_P2,Cz_P2,C4_P2,P3_P2,Pz_P2,P4_P2,F3_N2,Fz_N2,F4_N2,C3_N2,Cz_N2,C4_N2,P3_N2,Pz_N2,P4_N2,label
174930.35274393004,94015.45436663699,131353.36059102384,105086.63813328359,188917.93123782502,137548.55498371786,121384.61119925693,115505.8538223427,187532.05524393238,146589.87343066582,132194.4023500816,94212.8823495526,111457.86663547227,84450.75380566876,123837.14840600491,102558.46727357163,164243.42955702788,180757.50025154348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161731.60554306506,69549.66961192054,125825.44307068548,60398.672131544954,172385.61085255048,64623.905970224165,122441.99961826917,104579.46479771212,223729.96165681584,131189.43614425272,106471.87537133036,75533.21260387477,212544.28963207314,121736.7417508967,164243.58179503586,132288.72871440963,322388.34049127763,125289.88765618102,6.60531520843506,10.1440992355347,2.55357646942139,23.0063762664795,22.4369926452637,23.0367813110352,22.7168998718262,17.3356418609619,19.6241092681885,-33.1661682128906,-22.0870056152344,-38.3987503051758,-10.7202930450439,-26.853946685791005,-29.708747863769496,-35.5879402160645,-26.946418762206996,-27.4731922149658,0
133389.1692462594,60969.0039004812,130997.60836838196,65956.05829461222,127865.22083173448,74197.8707825487,128256.60875465769,97999.11360061995,233457.49546946425,121137.57833886932,126761.86663985715,55494.621055173564,117620.98621997125,78862.5428178221,138745.24107871103,137290.520321916,164953.4192806129,145662.4212689529,26.984066009521495,14.8431949615479,9.50742816925049,4.22285413742065,5.78039646148682,13.3254909515381,8.93871307373047,6.53717613220215,19.78932762146,-25.306526184082,-24.7153949737549,-22.1115074157715,-19.7240390777588,-15.382225036621099,-3.5407600402832005,-14.929879188537601,4.27291631698608,-5.26130676269531,1
85316.80134571111,59171.407061317375,145899.64437533583,55601.68768855376,103067.65263607561,61081.95163163435,126484.76169772775,64127.365398672766,147945.9782736132,75469.5356736651,55740.62226449368,62165.83008393861,149851.94086305934,100912.93703983245,120867.44908483546,89045.12081929795,94677.52579420166,69574.99404588765,5.24223709106445,4.7713303565979,4.8328857421875,17.9179096221924,14.355710029602102,13.1997604370117,28.4851551055908,30.9853668212891,27.887828826904304,-13.9374332427979,-23.8415470123291,-15.4761552810669,-5.49414491653442,-7.522304534912111,-17.600700378418,-21.6900234222412,-13.0585975646973,-14.1973657608032,0
105197.0164841815,29640.935445532614,81628.63571314067,44969.056941093295,103291.52349842017,81324.74315544935,138943.95651339405,45256.682597229774,170282.68015559347,95893.97154872263,96098.7897754479,44648.674576525,134760.93759893256,97487.5508526049,104902.20663766724,46072.70832280445,106181.75562073066,93257.28979680197,6.97608757019043,14.3996477127075,12.6059045791626,6.92373514175415,17.4644165039062,19.1106586456299,15.3334169387817,18.2696647644043,16.8106155395508,-24.7728309631348,-30.1413421630859,-34.4378356933594,-25.4205112457275,-18.4799041748047,-10.9155426025391,-12.3335971832275,-6.01827764511108,-11.1689786911011,0
55943.962232914826,81836.65262756783,78163.84858568173,61629.79632960935,91596.04702777532,69153.47302907096,69984.3043517674,64475.125462288335,137145.36679144425,80714.40073494523,112271.16192613514,47324.71474225033,82901.85756400778,73091.99454242415,76832.55098860407,59069.55308403194,134890.51285153299,88116.07893206818,8.82995796203613,9.0317211151123,0.868101119995117,5.77465867996216,4.76244258880615,13.4620208740234,18.605224609375,11.3644247055054,22.5549430847168,-36.02978515625,-28.4255962371826,-20.0722312927246,-22.1949157714844,-21.7812442779541,-11.2837762832642,-8.09639835357666,-14.2189302444458,4.13597965240479,0
143863.88586480523,62141.11161409872,155432.11666523275,74159.2953875157,129962.95550569272,65267.997452093594,107370.73326443852,76430.5306866935,187833.82176293133,84814.24173602258,79107.49251306924,60127.04299977711,122078.26443027468,53550.24353173099,103335.84666984285,77494.57698740637,148020.2914465173,118414.73292505264,8.04720497131348,7.33637809753418,15.455914497375499,20.9793682098389,19.6352481842041,16.7757549285889,16.0734329223633,16.6255741119385,25.054967880249,-14.393230438232399,-15.9165344238281,-15.9118843078613,-23.5564289093018,-13.8448295593262,-15.2824726104736,-16.1602478027344,-8.63298511505127,-25.1871280670166,0
125499.22915812816,82117.48264530548,217364.629069336,60181.5251494852,173288.18050292652,76338.11147365242,82733.54042755645,49391.898786503734,157281.33152589496,66762.32979771405,119325.40535577672,57837.90007789148,127545.35298793176,62973.83920401662,104035.90388374528,42105.75027571553,91418.89277337112,88849.2662536262,11.3257827758789,17.1860332489014,15.3494319915771,18.1530685424805,33.1265869140625,25.5294208526611,9.40652465820312,22.6287574768066,19.2063674926758,-34.8622817993164,-10.0108470916748,-6.32528495788574,-18.1520538330078,-12.8686180114746,-10.9207038879395,-3.8351716995239302,-14.107039451599098,-4.75429534912109,0
99249.3675537518,72295.01220227052,95336.72147870925,73198.75976550135,102765.34635058667,68481.92341891855,87179.90544813762,86933.2605312833,104507.28844133805,166112.0169700634,82707.85279753967,92012.79425474294,81192.90963963841,64310.27071691703,100732.04207713688,63567.16871695791,83672.5656506816,49223.02994981344,13.0193576812744,23.3296012878418,22.1752548217773,20.956485748291,12.7084760665894,21.1734161376953,12.366771697998,8.83966445922852,21.7158393859863,-11.3544387817383,-8.72719573974609,-0.0305938720703125,-15.3299903869629,-15.578706741333002,-16.0985107421875,-8.53610229492188,-11.8476390838623,-1.80367660522461,0
140527.69072586004,107298.56318391381,183061.46889091804,112214.20217438899,123219.83987598412,99266.41483039933,102082.99810226393,106650.84184760759,155735.2816235951,127691.32704927928,89759.77464500547,91142.26975389937,47074.8282939368,100196.91881207164,70765.94986761524,106881.68808320274,126836.11235227801,84841.09309899289,13.5510787963867,17.0515422821045,18.4630565643311,16.4677600860596,13.8739414215088,12.2493906021118,22.5936527252197,17.7679977416992,21.4338207244873,-20.6610240936279,-15.0986213684082,-21.842830657959,-13.673728942871099,-10.3431415557861,-8.98347282409668,-9.76926231384277,-6.73414993286133,-2.7098753452301,0
